elapsed (s);x-axis (g);y-axis (g);z-axis (g)
420.050;-0.109;-1.023;0.217
420.060;-0.103;-1.026;0.223
420.070;-0.104;-1.029;0.223
420.080;-0.115;-1.026;0.213
420.090;-0.123;-1.024;0.214
420.100;-0.118;-1.025;0.220
420.110;-0.119;-1.027;0.225
420.120;-0.124;-1.022;0.218
420.130;-0.129;-1.016;0.206
420.140;-0.125;-1.012;0.209
420.150;-0.107;-1.013;0.218
420.160;-0.093;-1.019;0.223
420.170;-0.092;-1.023;0.224
420.180;-0.095;-1.023;0.221
420.190;-0.080;-1.030;0.225
420.200;-0.074;-1.035;0.231
420.210;-0.078;-1.033;0.230
420.220;-0.101;-1.029;0.215
420.230;-0.112;-1.016;0.207
420.240;-0.097;-1.021;0.222
420.250;-0.086;-1.035;0.237
420.260;-0.098;-1.031;0.231
420.270;-0.118;-1.022;0.223
420.280;-0.118;-1.018;0.220
420.290;-0.108;-1.024;0.224
420.300;-0.112;-1.027;0.219
420.310;-0.125;-1.017;0.212
420.320;-0.118;-1.016;0.218
420.330;-0.100;-1.024;0.229
420.340;-0.090;-1.026;0.230
420.350;-0.085;-1.021;0.218
420.360;-0.075;-1.022;0.216
420.370;-0.068;-1.027;0.228
420.380;-0.068;-1.029;0.235
420.390;-0.072;-1.025;0.235
420.400;-0.080;-1.025;0.229
420.410;-0.092;-1.026;0.217
420.420;-0.104;-1.021;0.207
420.430;-0.102;-1.019;0.216
420.440;-0.100;-1.030;0.224
420.450;-0.111;-1.031;0.226
420.460;-0.125;-1.028;0.217
420.470;-0.121;-1.024;0.216
420.480;-0.113;-1.022;0.217
420.490;-0.110;-1.024;0.216
420.500;-0.108;-1.023;0.213
420.510;-0.104;-1.021;0.210
420.520;-0.086;-1.027;0.222
420.530;-0.069;-1.031;0.232
420.540;-0.074;-1.021;0.221
420.550;-0.085;-1.012;0.215
420.560;-0.088;-1.018;0.219
420.570;-0.096;-1.025;0.218
420.580;-0.116;-1.022;0.213
420.590;-0.125;-1.017;0.212
420.600;-0.128;-1.017;0.217
420.610;-0.125;-1.020;0.224
420.620;-0.130;-1.025;0.219
420.630;-0.137;-1.024;0.215
420.640;-0.140;-1.023;0.211
420.650;-0.128;-1.026;0.211
420.660;-0.112;-1.031;0.219
420.670;-0.100;-1.033;0.224
420.680;-0.096;-1.030;0.222
420.690;-0.101;-1.028;0.211
420.700;-0.098;-1.025;0.212
420.710;-0.089;-1.028;0.226
420.720;-0.086;-1.033;0.232
420.730;-0.091;-1.035;0.226
420.740;-0.108;-1.031;0.213
420.750;-0.112;-1.022;0.207
420.760;-0.108;-1.023;0.218
420.770;-0.119;-1.021;0.219
420.780;-0.136;-1.017;0.214
420.790;-0.138;-1.020;0.219
420.800;-0.129;-1.025;0.219
420.810;-0.115;-1.028;0.217
420.820;-0.104;-1.030;0.220
420.830;-0.102;-1.029;0.217
420.840;-0.102;-1.024;0.214
420.850;-0.091;-1.024;0.217
420.860;-0.083;-1.026;0.224
420.870;-0.084;-1.027;0.229
420.880;-0.090;-1.023;0.228
420.890;-0.091;-1.019;0.224
420.900;-0.095;-1.018;0.223
420.910;-0.104;-1.017;0.218
420.920;-0.112;-1.017;0.214
420.930;-0.114;-1.021;0.210
420.940;-0.111;-1.036;0.218
420.950;-0.109;-1.041;0.217
420.960;-0.101;-1.043;0.214
420.970;-0.092;-1.042;0.214
420.980;-0.089;-1.035;0.215
420.990;-0.089;-1.027;0.217
421.000;-0.084;-1.021;0.222
421.010;-0.084;-1.018;0.230
421.020;-0.083;-1.021;0.235
421.030;-0.079;-1.024;0.234
421.040;-0.077;-1.025;0.230
421.050;-0.076;-1.025;0.227
421.060;-0.090;-1.028;0.225
421.070;-0.108;-1.025;0.219
421.080;-0.119;-1.021;0.220
421.090;-0.116;-1.026;0.224
421.100;-0.114;-1.028;0.229
421.110;-0.107;-1.029;0.227
421.120;-0.103;-1.027;0.227
421.130;-0.096;-1.027;0.225
421.140;-0.094;-1.025;0.220
421.150;-0.100;-1.018;0.221
421.160;-0.104;-1.012;0.224
421.170;-0.100;-1.015;0.230
421.180;-0.094;-1.027;0.233
421.190;-0.091;-1.030;0.232
421.200;-0.094;-1.026;0.227
421.210;-0.097;-1.021;0.223
421.220;-0.098;-1.020;0.221
421.230;-0.096;-1.030;0.226
421.240;-0.104;-1.035;0.231
421.250;-0.108;-1.039;0.229
421.260;-0.116;-1.038;0.227
421.270;-0.117;-1.033;0.219
421.280;-0.111;-1.029;0.215
421.290;-0.107;-1.034;0.221
421.300;-0.110;-1.030;0.217
421.310;-0.111;-1.021;0.219
421.320;-0.100;-1.023;0.227
421.330;-0.091;-1.026;0.229
421.340;-0.097;-1.023;0.227
421.350;-0.107;-1.019;0.224
421.360;-0.101;-1.022;0.223
421.370;-0.102;-1.027;0.226
421.380;-0.106;-1.024;0.226
421.390;-0.104;-1.022;0.225
421.400;-0.103;-1.025;0.228
421.410;-0.105;-1.029;0.226
421.420;-0.114;-1.030;0.216
421.430;-0.113;-1.029;0.220
421.440;-0.104;-1.031;0.231
421.450;-0.098;-1.035;0.235
421.460;-0.101;-1.032;0.225
421.470;-0.100;-1.022;0.221
421.480;-0.095;-1.020;0.227
421.490;-0.093;-1.020;0.227
421.500;-0.102;-1.018;0.219
421.510;-0.105;-1.019;0.220
421.520;-0.098;-1.024;0.224
421.530;-0.097;-1.025;0.222
421.540;-0.101;-1.018;0.217
421.550;-0.098;-1.017;0.212
421.560;-0.092;-1.024;0.218
421.570;-0.096;-1.031;0.225
421.580;-0.104;-1.030;0.224
421.590;-0.108;-1.028;0.219
421.600;-0.106;-1.028;0.216
421.610;-0.105;-1.024;0.210
421.620;-0.105;-1.020;0.213
421.630;-0.105;-1.018;0.216
421.640;-0.105;-1.017;0.217
421.650;-0.103;-1.020;0.219
421.660;-0.094;-1.021;0.228
421.670;-0.091;-1.027;0.232
421.680;-0.098;-1.028;0.230
421.690;-0.102;-1.026;0.222
421.700;-0.096;-1.024;0.218
421.710;-0.091;-1.028;0.215
421.720;-0.090;-1.031;0.219
421.730;-0.088;-1.038;0.219
421.740;-0.096;-1.037;0.216
421.750;-0.105;-1.030;0.221
421.760;-0.108;-1.025;0.227
421.770;-0.110;-1.022;0.228
421.780;-0.111;-1.019;0.225
421.790;-0.105;-1.016;0.224
421.800;-0.098;-1.013;0.221
421.810;-0.094;-1.011;0.219
421.820;-0.089;-1.012;0.217
421.830;-0.090;-1.019;0.224
421.840;-0.086;-1.031;0.222
421.850;-0.090;-1.039;0.226
421.860;-0.096;-1.040;0.221
421.870;-0.101;-1.037;0.219
421.880;-0.109;-1.030;0.215
421.890;-0.114;-1.027;0.215
421.900;-0.118;-1.022;0.220
421.910;-0.117;-1.022;0.222
421.920;-0.114;-1.023;0.221
421.930;-0.111;-1.020;0.218
421.940;-0.106;-1.021;0.220
421.950;-0.101;-1.025;0.221
421.960;-0.103;-1.031;0.221
421.970;-0.110;-1.029;0.222
421.980;-0.108;-1.021;0.228
421.990;-0.102;-1.021;0.232
422.000;-0.105;-1.023;0.230
422.010;-0.107;-1.023;0.232
422.020;-0.104;-1.022;0.233
422.030;-0.103;-1.026;0.233
422.040;-0.104;-1.026;0.230
422.050;-0.102;-1.025;0.231
422.060;-0.100;-1.031;0.231
422.070;-0.096;-1.035;0.231
422.080;-0.101;-1.033;0.221
422.090;-0.105;-1.026;0.219
422.100;-0.100;-1.030;0.234
422.110;-0.097;-1.034;0.241
422.120;-0.102;-1.029;0.236
422.130;-0.102;-1.024;0.233
422.140;-0.096;-1.022;0.231
422.150;-0.094;-1.020;0.231
422.160;-0.101;-1.020;0.218
422.170;-0.108;-1.018;0.219
422.180;-0.095;-1.026;0.228
422.190;-0.085;-1.035;0.237
422.200;-0.085;-1.037;0.238
422.210;-0.088;-1.032;0.229
422.220;-0.090;-1.027;0.218
422.230;-0.091;-1.026;0.227
422.240;-0.094;-1.022;0.230
422.250;-0.100;-1.020;0.227
422.260;-0.095;-1.020;0.228
422.270;-0.084;-1.027;0.235
422.280;-0.083;-1.028;0.238
422.290;-0.089;-1.026;0.235
422.300;-0.095;-1.024;0.225
422.310;-0.101;-1.020;0.220
422.320;-0.095;-1.020;0.222
422.330;-0.083;-1.031;0.229
422.340;-0.081;-1.042;0.234
422.350;-0.095;-1.039;0.234
422.360;-0.095;-1.027;0.230
422.370;-0.083;-1.022;0.237
422.380;-0.083;-1.024;0.241
422.390;-0.091;-1.017;0.239
422.400;-0.101;-1.012;0.232
422.410;-0.105;-1.014;0.228
422.420;-0.098;-1.020;0.231
422.430;-0.098;-1.023;0.229
422.440;-0.104;-1.022;0.232
422.450;-0.102;-1.031;0.238
422.460;-0.096;-1.035;0.242
422.470;-0.091;-1.036;0.239
422.480;-0.099;-1.030;0.223
422.490;-0.102;-1.022;0.222
422.500;-0.093;-1.025;0.231
422.510;-0.095;-1.028;0.240
422.520;-0.106;-1.025;0.235
422.530;-0.108;-1.023;0.235
422.540;-0.102;-1.025;0.238
422.550;-0.103;-1.027;0.239
422.560;-0.110;-1.024;0.231
422.570;-0.115;-1.021;0.225
422.580;-0.104;-1.023;0.229
422.590;-0.092;-1.024;0.238
422.600;-0.083;-1.021;0.240
422.610;-0.091;-1.018;0.233
422.620;-0.101;-1.016;0.231
422.630;-0.101;-1.015;0.234
422.640;-0.097;-1.017;0.236
422.650;-0.092;-1.022;0.236
422.660;-0.100;-1.024;0.230
422.670;-0.103;-1.022;0.224
422.680;-0.097;-1.025;0.229
422.690;-0.092;-1.026;0.239
422.700;-0.092;-1.025;0.237
422.710;-0.099;-1.020;0.232
422.720;-0.098;-1.018;0.230
422.730;-0.089;-1.022;0.232
422.740;-0.083;-1.022;0.239
422.750;-0.088;-1.021;0.240
422.760;-0.097;-1.021;0.236
422.770;-0.095;-1.015;0.230
422.780;-0.083;-1.015;0.233
422.790;-0.079;-1.024;0.239
422.800;-0.084;-1.021;0.241
422.810;-0.098;-1.013;0.233
422.820;-0.110;-1.012;0.222
422.830;-0.104;-1.018;0.226
422.840;-0.094;-1.022;0.237
422.850;-0.095;-1.024;0.240
422.860;-0.099;-1.019;0.236
422.870;-0.089;-1.017;0.234
422.880;-0.084;-1.018;0.235
422.890;-0.083;-1.016;0.238
422.900;-0.090;-1.013;0.237
422.910;-0.093;-1.010;0.235
422.920;-0.092;-1.009;0.234
422.930;-0.092;-1.018;0.231
422.940;-0.091;-1.021;0.231
422.950;-0.093;-1.030;0.234
422.960;-0.094;-1.034;0.236
422.970;-0.095;-1.034;0.236
422.980;-0.094;-1.029;0.231
422.990;-0.095;-1.022;0.233
423.000;-0.099;-1.014;0.237
423.010;-0.104;-1.015;0.236
423.020;-0.102;-1.017;0.235
423.030;-0.098;-1.021;0.243
423.040;-0.099;-1.023;0.247
423.050;-0.095;-1.023;0.248
423.060;-0.093;-1.023;0.248
423.070;-0.091;-1.025;0.247
423.080;-0.093;-1.026;0.247
423.090;-0.097;-1.029;0.248
423.100;-0.102;-1.026;0.247
423.110;-0.103;-1.027;0.246
423.120;-0.106;-1.031;0.244
423.130;-0.109;-1.027;0.243
423.140;-0.104;-1.024;0.241
423.150;-0.096;-1.020;0.240
423.160;-0.090;-1.021;0.240
423.170;-0.085;-1.025;0.239
423.180;-0.089;-1.029;0.236
423.190;-0.094;-1.029;0.237
423.200;-0.093;-1.028;0.237
423.210;-0.095;-1.027;0.239
423.220;-0.097;-1.024;0.236
423.230;-0.105;-1.021;0.231
423.240;-0.109;-1.021;0.232
423.250;-0.108;-1.016;0.235
423.260;-0.110;-1.016;0.229
423.270;-0.113;-1.015;0.225
423.280;-0.112;-1.017;0.226
423.290;-0.106;-1.019;0.227
423.300;-0.104;-1.022;0.229
423.310;-0.103;-1.024;0.229
423.320;-0.104;-1.024;0.228
423.330;-0.102;-1.024;0.228
423.340;-0.099;-1.026;0.223
423.350;-0.098;-1.024;0.219
423.360;-0.094;-1.022;0.224
423.370;-0.096;-1.025;0.223
423.380;-0.104;-1.026;0.222
423.390;-0.107;-1.025;0.222
423.400;-0.106;-1.023;0.221
423.410;-0.101;-1.021;0.223
423.420;-0.095;-1.025;0.228
423.430;-0.096;-1.023;0.230
423.440;-0.109;-1.017;0.222
423.450;-0.112;-1.014;0.217
423.460;-0.108;-1.017;0.224
423.470;-0.102;-1.019;0.229
423.480;-0.100;-1.022;0.233
423.490;-0.101;-1.024;0.233
423.500;-0.102;-1.021;0.227
423.510;-0.102;-1.017;0.229
423.520;-0.095;-1.022;0.229
423.530;-0.100;-1.026;0.232
423.540;-0.107;-1.027;0.229
423.550;-0.110;-1.031;0.231
423.560;-0.107;-1.027;0.239
423.570;-0.101;-1.025;0.245
423.580;-0.096;-1.021;0.246
423.590;-0.099;-1.018;0.244
423.600;-0.102;-1.020;0.240
423.610;-0.101;-1.024;0.238
423.620;-0.104;-1.022;0.239
423.630;-0.101;-1.024;0.242
423.640;-0.101;-1.028;0.245
423.650;-0.104;-1.028;0.244
423.660;-0.103;-1.030;0.245
423.670;-0.103;-1.029;0.242
423.680;-0.102;-1.029;0.233
423.690;-0.099;-1.027;0.228
423.700;-0.102;-1.025;0.225
423.710;-0.105;-1.024;0.225
423.720;-0.106;-1.027;0.228
423.730;-0.110;-1.026;0.232
423.740;-0.101;-1.027;0.234
423.750;-0.092;-1.030;0.228
423.760;-0.091;-1.026;0.221
423.770;-0.089;-1.026;0.217
423.780;-0.087;-1.026;0.214
423.790;-0.086;-1.026;0.217
423.800;-0.094;-1.017;0.215
423.810;-0.104;-1.014;0.216
423.820;-0.108;-1.017;0.223
423.830;-0.109;-1.021;0.221
423.840;-0.112;-1.021;0.217
423.850;-0.106;-1.023;0.218
423.860;-0.105;-1.026;0.221
423.870;-0.104;-1.021;0.219
423.880;-0.095;-1.022;0.223
423.890;-0.089;-1.027;0.227
423.900;-0.087;-1.029;0.230
423.910;-0.096;-1.023;0.229
423.920;-0.102;-1.018;0.230
423.930;-0.101;-1.017;0.235
423.940;-0.104;-1.022;0.242
423.950;-0.106;-1.028;0.243
423.960;-0.108;-1.028;0.241
423.970;-0.104;-1.026;0.238
423.980;-0.100;-1.028;0.237
423.990;-0.098;-1.031;0.242
424.000;-0.104;-1.028;0.243
424.010;-0.107;-1.029;0.247
424.020;-0.106;-1.028;0.250
424.030;-0.104;-1.026;0.247
424.040;-0.102;-1.029;0.243
424.050;-0.107;-1.028;0.238
424.060;-0.112;-1.022;0.235
424.070;-0.110;-1.022;0.240
424.080;-0.107;-1.026;0.244
424.090;-0.106;-1.030;0.244
424.100;-0.112;-1.026;0.243
424.110;-0.110;-1.021;0.241
424.120;-0.107;-1.022;0.236
424.130;-0.110;-1.026;0.235
424.140;-0.104;-1.029;0.240
424.150;-0.105;-1.029;0.237
424.160;-0.112;-1.023;0.233
424.170;-0.112;-1.013;0.234
424.180;-0.106;-1.015;0.237
424.190;-0.104;-1.022;0.239
424.200;-0.112;-1.025;0.228
424.210;-0.116;-1.022;0.228
424.220;-0.111;-1.019;0.237
424.230;-0.104;-1.016;0.236
424.240;-0.103;-1.021;0.235
424.250;-0.100;-1.025;0.231
424.260;-0.104;-1.022;0.222
424.270;-0.099;-1.023;0.227
424.280;-0.091;-1.028;0.237
424.290;-0.099;-1.029;0.233
424.300;-0.112;-1.022;0.219
424.310;-0.117;-1.018;0.223
424.320;-0.108;-1.018;0.229
424.330;-0.105;-1.019;0.231
424.340;-0.100;-1.018;0.229
424.350;-0.105;-1.017;0.219
424.360;-0.101;-1.014;0.219
424.370;-0.089;-1.023;0.230
424.380;-0.087;-1.029;0.234
424.390;-0.100;-1.023;0.227
424.400;-0.105;-1.016;0.219
424.410;-0.102;-1.016;0.226
424.420;-0.098;-1.019;0.233
424.430;-0.101;-1.023;0.229
424.440;-0.110;-1.022;0.220
424.450;-0.113;-1.018;0.219
424.460;-0.107;-1.018;0.229
424.470;-0.099;-1.024;0.238
424.480;-0.103;-1.024;0.235
424.490;-0.109;-1.019;0.228
424.500;-0.103;-1.017;0.233
424.510;-0.096;-1.021;0.235
424.520;-0.103;-1.022;0.231
424.530;-0.116;-1.019;0.217
424.540;-0.113;-1.021;0.220
424.550;-0.098;-1.033;0.239
424.560;-0.094;-1.034;0.240
424.570;-0.102;-1.030;0.234
424.580;-0.105;-1.022;0.230
424.590;-0.102;-1.019;0.228
424.600;-0.101;-1.020;0.229
424.610;-0.113;-1.019;0.229
424.620;-0.112;-1.019;0.232
424.630;-0.105;-1.027;0.238
424.640;-0.096;-1.029;0.236
424.650;-0.094;-1.025;0.234
424.660;-0.102;-1.021;0.234
424.670;-0.105;-1.021;0.235
424.680;-0.104;-1.022;0.240
424.690;-0.109;-1.025;0.234
424.700;-0.115;-1.021;0.229
424.710;-0.108;-1.023;0.229
424.720;-0.098;-1.034;0.232
424.730;-0.098;-1.034;0.229
424.740;-0.102;-1.030;0.232
424.750;-0.105;-1.021;0.236
424.760;-0.107;-1.014;0.235
424.770;-0.107;-1.014;0.236
424.780;-0.109;-1.016;0.235
424.790;-0.108;-1.020;0.229
424.800;-0.106;-1.020;0.230
424.810;-0.099;-1.019;0.231
424.820;-0.094;-1.024;0.235
424.830;-0.097;-1.028;0.238
424.840;-0.102;-1.027;0.239
424.850;-0.104;-1.030;0.233
424.860;-0.111;-1.029;0.229
424.870;-0.113;-1.030;0.230
424.880;-0.114;-1.029;0.228
424.890;-0.115;-1.026;0.228
424.900;-0.114;-1.025;0.228
424.910;-0.109;-1.025;0.232
424.920;-0.101;-1.027;0.238
424.930;-0.094;-1.025;0.235
424.940;-0.099;-1.020;0.234
424.950;-0.103;-1.019;0.227
424.960;-0.106;-1.021;0.229
424.970;-0.113;-1.023;0.226
424.980;-0.120;-1.018;0.232
424.990;-0.117;-1.017;0.236
425.000;-0.114;-1.019;0.242
425.010;-0.126;-1.019;0.246
425.020;-0.127;-1.018;0.246
425.030;-0.119;-1.018;0.245
425.040;-0.118;-1.019;0.249
425.050;-0.119;-1.023;0.248
425.060;-0.116;-1.026;0.249
425.070;-0.107;-1.027;0.251
425.080;-0.091;-1.030;0.251
425.090;-0.082;-1.032;0.257
425.100;-0.089;-1.026;0.248
425.110;-0.101;-1.025;0.243
425.120;-0.104;-1.025;0.241
425.130;-0.102;-1.022;0.242
425.140;-0.107;-1.017;0.242
425.150;-0.120;-1.015;0.247
425.160;-0.125;-1.017;0.249
425.170;-0.123;-1.021;0.249
425.180;-0.118;-1.026;0.249
425.190;-0.121;-1.028;0.244
425.200;-0.118;-1.026;0.241
425.210;-0.109;-1.024;0.235
425.220;-0.099;-1.022;0.234
425.230;-0.094;-1.021;0.235
425.240;-0.095;-1.024;0.232
425.250;-0.090;-1.023;0.228
425.260;-0.091;-1.023;0.229
425.270;-0.093;-1.027;0.238
425.280;-0.096;-1.025;0.235
425.290;-0.108;-1.018;0.226
425.300;-0.112;-1.016;0.217
425.310;-0.107;-1.018;0.215
425.320;-0.097;-1.022;0.222
425.330;-0.090;-1.024;0.225
425.340;-0.093;-1.019;0.222
425.350;-0.091;-1.007;0.225
425.360;-0.092;-1.009;0.229
425.370;-0.091;-1.015;0.230
425.380;-0.098;-1.016;0.231
425.390;-0.106;-1.012;0.233
425.400;-0.109;-1.012;0.233
425.410;-0.104;-1.017;0.239
425.420;-0.102;-1.022;0.246
425.430;-0.100;-1.024;0.247
425.440;-0.096;-1.027;0.248
425.450;-0.090;-1.028;0.252
425.460;-0.086;-1.030;0.253
425.470;-0.098;-1.029;0.246
425.480;-0.112;-1.028;0.240
425.490;-0.118;-1.028;0.243
425.500;-0.104;-1.028;0.248
425.510;-0.102;-1.031;0.261
425.520;-0.116;-1.021;0.253
425.530;-0.125;-1.012;0.246
425.540;-0.129;-1.020;0.247
425.550;-0.127;-1.019;0.240
425.560;-0.120;-1.021;0.241
425.570;-0.120;-1.020;0.241
425.580;-0.120;-1.018;0.236
425.590;-0.113;-1.021;0.242
425.600;-0.115;-1.021;0.242
425.610;-0.120;-1.016;0.243
425.620;-0.124;-1.019;0.248
425.630;-0.125;-1.020;0.245
425.640;-0.122;-1.020;0.242
425.650;-0.117;-1.019;0.244
425.660;-0.112;-1.020;0.243
425.670;-0.105;-1.020;0.243
425.680;-0.101;-1.020;0.245
425.690;-0.108;-1.019;0.244
425.700;-0.112;-1.014;0.242
425.710;-0.109;-1.018;0.244
425.720;-0.110;-1.021;0.247
425.730;-0.116;-1.022;0.244
425.740;-0.115;-1.021;0.245
425.750;-0.110;-1.021;0.244
425.760;-0.110;-1.021;0.241
425.770;-0.110;-1.023;0.240
425.780;-0.100;-1.024;0.236
425.790;-0.090;-1.020;0.238
425.800;-0.085;-1.017;0.244
425.810;-0.084;-1.015;0.244
425.820;-0.082;-1.013;0.243
425.830;-0.090;-1.016;0.240
425.840;-0.107;-1.017;0.237
425.850;-0.120;-1.021;0.239
425.860;-0.123;-1.022;0.240
425.870;-0.121;-1.021;0.240
425.880;-0.108;-1.018;0.239
425.890;-0.100;-1.013;0.243
425.900;-0.098;-1.014;0.243
425.910;-0.097;-1.019;0.242
425.920;-0.101;-1.024;0.242
425.930;-0.102;-1.025;0.245
425.940;-0.103;-1.027;0.247
425.950;-0.104;-1.023;0.247
425.960;-0.104;-1.016;0.249
425.970;-0.104;-1.015;0.253
425.980;-0.106;-1.019;0.249
425.990;-0.103;-1.018;0.248
426.000;-0.110;-1.019;0.245
426.010;-0.116;-1.018;0.235
426.020;-0.113;-1.024;0.235
426.030;-0.095;-1.024;0.237
426.040;-0.093;-1.023;0.243
426.050;-0.109;-1.022;0.245
426.060;-0.111;-1.019;0.246
426.070;-0.108;-1.021;0.247
426.080;-0.113;-1.025;0.238
426.090;-0.115;-1.027;0.236
426.100;-0.113;-1.030;0.243
426.110;-0.105;-1.027;0.244
426.120;-0.103;-1.019;0.250
426.130;-0.106;-1.021;0.252
426.140;-0.099;-1.023;0.258
426.150;-0.091;-1.032;0.257
426.160;-0.090;-1.032;0.257
426.170;-0.075;-1.029;0.264
426.180;-0.075;-1.014;0.270
426.190;-0.095;-1.007;0.269
426.200;-0.112;-1.015;0.259
426.210;-0.129;-1.021;0.240
426.220;-0.147;-1.018;0.227
426.230;-0.152;-1.020;0.233
426.240;-0.134;-1.006;0.224
426.250;-0.122;-1.005;0.232
426.260;-0.105;-1.022;0.243
426.270;-0.098;-1.022;0.243
426.280;-0.096;-1.017;0.239
426.290;-0.098;-1.012;0.235
426.300;-0.099;-1.014;0.236
426.310;-0.104;-1.016;0.237
426.320;-0.104;-1.014;0.239
426.330;-0.099;-1.017;0.237
426.340;-0.097;-1.024;0.237
426.350;-0.101;-1.032;0.240
426.360;-0.101;-1.032;0.245
426.370;-0.101;-1.031;0.251
426.380;-0.098;-1.024;0.252
426.390;-0.093;-1.018;0.248
426.400;-0.093;-1.019;0.247
426.410;-0.096;-1.016;0.247
426.420;-0.095;-1.016;0.244
426.430;-0.090;-1.019;0.242
426.440;-0.088;-1.022;0.239
426.450;-0.087;-1.022;0.236
426.460;-0.099;-1.023;0.231
426.470;-0.113;-1.022;0.232
426.480;-0.125;-1.017;0.226
426.490;-0.122;-1.015;0.225
426.500;-0.112;-1.020;0.224
426.510;-0.100;-1.026;0.226
426.520;-0.098;-1.033;0.228
426.530;-0.095;-1.034;0.229
426.540;-0.098;-1.028;0.233
426.550;-0.100;-1.022;0.236
426.560;-0.102;-1.014;0.236
426.570;-0.106;-1.009;0.234
426.580;-0.104;-1.010;0.240
426.590;-0.103;-1.016;0.243
426.600;-0.102;-1.021;0.241
426.610;-0.104;-1.020;0.233
426.620;-0.108;-1.018;0.236
426.630;-0.109;-1.023;0.240
426.640;-0.109;-1.024;0.239
426.650;-0.112;-1.026;0.235
426.660;-0.115;-1.027;0.235
426.670;-0.106;-1.028;0.242
426.680;-0.102;-1.032;0.243
426.690;-0.102;-1.031;0.238
426.700;-0.108;-1.031;0.237
426.710;-0.109;-1.025;0.238
426.720;-0.108;-1.017;0.237
426.730;-0.106;-1.018;0.235
426.740;-0.105;-1.021;0.237
426.750;-0.107;-1.023;0.237
426.760;-0.104;-1.024;0.239
426.770;-0.101;-1.022;0.243
426.780;-0.102;-1.020;0.243
426.790;-0.100;-1.019;0.243
426.800;-0.098;-1.022;0.240
426.810;-0.101;-1.024;0.236
426.820;-0.104;-1.024;0.241
426.830;-0.104;-1.028;0.241
426.840;-0.103;-1.031;0.244
426.850;-0.104;-1.027;0.242
426.860;-0.110;-1.021;0.240
426.870;-0.104;-1.020;0.234
426.880;-0.102;-1.020;0.227
426.890;-0.095;-1.021;0.229
426.900;-0.083;-1.022;0.237
426.910;-0.088;-1.023;0.241
426.920;-0.096;-1.023;0.238
426.930;-0.098;-1.021;0.240
426.940;-0.096;-1.021;0.232
426.950;-0.097;-1.022;0.228
426.960;-0.104;-1.018;0.225
426.970;-0.100;-1.019;0.227
426.980;-0.097;-1.024;0.227
426.990;-0.099;-1.023;0.229
427.000;-0.092;-1.022;0.234
427.010;-0.091;-1.023;0.233
427.020;-0.097;-1.021;0.233
427.030;-0.098;-1.021;0.228
427.040;-0.095;-1.020;0.228
427.050;-0.092;-1.020;0.230
427.060;-0.095;-1.020;0.223
427.070;-0.101;-1.021;0.225
427.080;-0.099;-1.028;0.230
427.090;-0.092;-1.029;0.238
427.100;-0.095;-1.033;0.236
427.110;-0.102;-1.030;0.228
427.120;-0.104;-1.031;0.231
427.130;-0.107;-1.028;0.233
427.140;-0.111;-1.023;0.233
427.150;-0.114;-1.016;0.234
427.160;-0.120;-1.012;0.235
427.170;-0.119;-1.013;0.240
427.180;-0.114;-1.022;0.241
427.190;-0.112;-1.022;0.237
427.200;-0.110;-1.026;0.234
427.210;-0.107;-1.025;0.238
427.220;-0.109;-1.020;0.239
427.230;-0.115;-1.020;0.237
427.240;-0.117;-1.019;0.239
427.250;-0.115;-1.026;0.242
427.260;-0.111;-1.031;0.244
427.270;-0.107;-1.030;0.246
427.280;-0.105;-1.028;0.241
427.290;-0.106;-1.028;0.237
427.300;-0.111;-1.025;0.232
427.310;-0.111;-1.025;0.232
427.320;-0.102;-1.027;0.237
427.330;-0.105;-1.022;0.233
427.340;-0.106;-1.023;0.237
427.350;-0.106;-1.029;0.239
427.360;-0.105;-1.030;0.240
427.370;-0.108;-1.023;0.232
427.380;-0.106;-1.009;0.230
427.390;-0.106;-1.011;0.231
427.400;-0.102;-1.016;0.230
427.410;-0.112;-1.020;0.228
427.420;-0.117;-1.020;0.228
427.430;-0.110;-1.023;0.231
427.440;-0.106;-1.025;0.231
427.450;-0.103;-1.026;0.226
427.460;-0.105;-1.023;0.225
427.470;-0.100;-1.023;0.223
427.480;-0.101;-1.020;0.223
427.490;-0.104;-1.021;0.220
427.500;-0.100;-1.022;0.229
427.510;-0.100;-1.023;0.234
427.520;-0.100;-1.020;0.235
427.530;-0.105;-1.016;0.230
427.540;-0.105;-1.014;0.231
427.550;-0.097;-1.015;0.236
427.560;-0.094;-1.021;0.233
427.570;-0.107;-1.026;0.225
427.580;-0.114;-1.021;0.229
427.590;-0.111;-1.021;0.237
427.600;-0.105;-1.024;0.238
427.610;-0.107;-1.027;0.235
427.620;-0.105;-1.025;0.237
427.630;-0.107;-1.022;0.242
427.640;-0.103;-1.018;0.241
427.650;-0.105;-1.018;0.235
427.660;-0.109;-1.021;0.233
427.670;-0.105;-1.024;0.238
427.680;-0.098;-1.029;0.240
427.690;-0.105;-1.032;0.236
427.700;-0.116;-1.029;0.230
427.710;-0.122;-1.022;0.225
427.720;-0.117;-1.023;0.220
427.730;-0.110;-1.027;0.222
427.740;-0.103;-1.026;0.229
427.750;-0.102;-1.026;0.240
427.760;-0.101;-1.017;0.244
427.770;-0.102;-1.014;0.236
427.780;-0.105;-1.012;0.226
427.790;-0.105;-1.018;0.228
427.800;-0.107;-1.021;0.226
