elapsed (s);x-axis (g);y-axis (g);z-axis (g)
412.270;-0.075;-1.026;0.239
412.280;-0.076;-1.021;0.244
412.290;-0.070;-1.022;0.247
412.300;-0.072;-1.027;0.246
412.310;-0.076;-1.025;0.234
412.320;-0.079;-1.022;0.232
412.330;-0.066;-1.026;0.236
412.340;-0.061;-1.035;0.242
412.350;-0.065;-1.037;0.246
412.360;-0.070;-1.027;0.243
412.370;-0.082;-1.015;0.234
412.380;-0.082;-1.007;0.229
412.390;-0.069;-1.016;0.237
412.400;-0.060;-1.021;0.242
412.410;-0.061;-1.019;0.239
412.420;-0.065;-1.018;0.234
412.430;-0.059;-1.018;0.236
412.440;-0.052;-1.023;0.237
412.450;-0.061;-1.026;0.230
412.460;-0.071;-1.028;0.233
412.470;-0.077;-1.028;0.233
412.480;-0.082;-1.032;0.225
412.490;-0.086;-1.027;0.220
412.500;-0.080;-1.024;0.229
412.510;-0.071;-1.026;0.236
412.520;-0.070;-1.024;0.235
412.530;-0.074;-1.019;0.230
412.540;-0.085;-1.008;0.223
412.550;-0.074;-1.015;0.227
412.560;-0.060;-1.026;0.239
412.570;-0.056;-1.030;0.239
412.580;-0.062;-1.027;0.237
412.590;-0.076;-1.021;0.229
412.600;-0.086;-1.013;0.228
412.610;-0.087;-1.015;0.230
412.620;-0.082;-1.023;0.236
412.630;-0.081;-1.031;0.239
412.640;-0.095;-1.029;0.234
412.650;-0.100;-1.018;0.230
412.660;-0.093;-1.017;0.238
412.670;-0.089;-1.021;0.249
412.680;-0.093;-1.024;0.249
412.690;-0.098;-1.020;0.239
412.700;-0.091;-1.018;0.244
412.710;-0.076;-1.023;0.251
412.720;-0.065;-1.027;0.248
412.730;-0.076;-1.025;0.245
412.740;-0.077;-1.020;0.248
412.750;-0.074;-1.022;0.250
412.760;-0.069;-1.024;0.250
412.770;-0.080;-1.025;0.241
412.780;-0.088;-1.024;0.240
412.790;-0.090;-1.024;0.249
412.800;-0.083;-1.025;0.251
412.810;-0.080;-1.026;0.254
412.820;-0.092;-1.019;0.244
412.830;-0.095;-1.009;0.242
412.840;-0.089;-1.015;0.250
412.850;-0.079;-1.026;0.253
412.860;-0.076;-1.031;0.252
412.870;-0.079;-1.028;0.244
412.880;-0.080;-1.023;0.236
412.890;-0.068;-1.023;0.235
412.900;-0.057;-1.030;0.233
412.910;-0.049;-1.037;0.236
412.920;-0.062;-1.036;0.233
412.930;-0.084;-1.019;0.229
412.940;-0.085;-1.006;0.234
412.950;-0.077;-1.011;0.237
412.960;-0.074;-1.018;0.237
412.970;-0.082;-1.019;0.240
412.980;-0.084;-1.011;0.229
412.990;-0.081;-1.013;0.229
413.000;-0.078;-1.015;0.225
413.010;-0.074;-1.021;0.229
413.020;-0.071;-1.027;0.234
413.030;-0.070;-1.026;0.234
413.040;-0.077;-1.030;0.234
413.050;-0.083;-1.023;0.227
413.060;-0.073;-1.025;0.233
413.070;-0.063;-1.031;0.243
413.080;-0.065;-1.030;0.245
413.090;-0.071;-1.024;0.241
413.100;-0.081;-1.012;0.236
413.110;-0.080;-1.008;0.235
413.120;-0.071;-1.019;0.245
413.130;-0.073;-1.033;0.247
413.140;-0.076;-1.036;0.247
413.150;-0.072;-1.025;0.241
413.160;-0.065;-1.021;0.244
413.170;-0.071;-1.018;0.245
413.180;-0.089;-1.017;0.243
413.190;-0.105;-1.017;0.242
413.200;-0.103;-1.018;0.252
413.210;-0.087;-1.025;0.260
413.220;-0.074;-1.030;0.258
413.230;-0.067;-1.026;0.255
413.240;-0.073;-1.021;0.244
413.250;-0.083;-1.021;0.239
413.260;-0.085;-1.023;0.246
413.270;-0.085;-1.024;0.253
413.280;-0.082;-1.025;0.259
413.290;-0.077;-1.026;0.257
413.300;-0.074;-1.020;0.251
413.310;-0.073;-1.018;0.245
413.320;-0.070;-1.023;0.245
413.330;-0.075;-1.028;0.249
413.340;-0.085;-1.028;0.245
413.350;-0.097;-1.024;0.241
413.360;-0.090;-1.021;0.241
413.370;-0.071;-1.024;0.246
413.380;-0.064;-1.029;0.252
413.390;-0.070;-1.025;0.247
413.400;-0.088;-1.015;0.231
413.410;-0.098;-1.007;0.232
413.420;-0.086;-1.014;0.244
413.430;-0.079;-1.025;0.256
413.440;-0.083;-1.029;0.256
413.450;-0.086;-1.023;0.245
413.460;-0.085;-1.015;0.238
413.470;-0.076;-1.015;0.240
413.480;-0.065;-1.024;0.242
413.490;-0.071;-1.029;0.241
413.500;-0.089;-1.025;0.236
413.510;-0.101;-1.017;0.239
413.520;-0.094;-1.015;0.251
413.530;-0.094;-1.018;0.255
413.540;-0.091;-1.018;0.254
413.550;-0.094;-1.018;0.249
413.560;-0.090;-1.013;0.246
413.570;-0.081;-1.010;0.250
413.580;-0.077;-1.013;0.250
413.590;-0.087;-1.015;0.239
413.600;-0.099;-1.013;0.237
413.610;-0.091;-1.022;0.245
413.620;-0.079;-1.030;0.250
413.630;-0.081;-1.033;0.250
413.640;-0.087;-1.028;0.243
413.650;-0.085;-1.023;0.242
413.660;-0.080;-1.024;0.244
413.670;-0.081;-1.021;0.243
413.680;-0.089;-1.012;0.236
413.690;-0.099;-1.004;0.226
413.700;-0.092;-1.011;0.233
413.710;-0.078;-1.026;0.245
413.720;-0.071;-1.031;0.248
413.730;-0.072;-1.026;0.245
413.740;-0.074;-1.017;0.235
413.750;-0.083;-1.011;0.236
413.760;-0.085;-1.011;0.231
413.770;-0.084;-1.017;0.235
413.780;-0.098;-1.017;0.230
413.790;-0.106;-1.009;0.227
413.800;-0.092;-1.015;0.236
413.810;-0.077;-1.022;0.242
413.820;-0.078;-1.026;0.242
413.830;-0.078;-1.023;0.239
413.840;-0.081;-1.019;0.233
413.850;-0.092;-1.010;0.230
413.860;-0.096;-1.007;0.232
413.870;-0.097;-1.011;0.244
413.880;-0.092;-1.016;0.248
413.890;-0.085;-1.025;0.246
413.900;-0.079;-1.026;0.246
413.910;-0.073;-1.024;0.242
413.920;-0.079;-1.022;0.241
413.930;-0.089;-1.023;0.240
413.940;-0.099;-1.021;0.244
413.950;-0.096;-1.022;0.251
413.960;-0.085;-1.024;0.259
413.970;-0.084;-1.024;0.258
413.980;-0.094;-1.021;0.247
413.990;-0.101;-1.020;0.247
414.000;-0.099;-1.022;0.249
414.010;-0.099;-1.021;0.245
414.020;-0.101;-1.019;0.241
414.030;-0.098;-1.016;0.241
414.040;-0.084;-1.021;0.249
414.050;-0.084;-1.028;0.253
414.060;-0.084;-1.033;0.254
414.070;-0.094;-1.027;0.244
414.080;-0.106;-1.018;0.241
414.090;-0.096;-1.013;0.249
414.100;-0.095;-1.013;0.255
414.110;-0.097;-1.016;0.251
414.120;-0.083;-1.017;0.248
414.130;-0.073;-1.021;0.246
414.140;-0.068;-1.025;0.239
414.150;-0.078;-1.023;0.235
414.160;-0.091;-1.026;0.229
414.170;-0.094;-1.032;0.237
414.180;-0.083;-1.037;0.243
414.190;-0.074;-1.034;0.249
414.200;-0.066;-1.028;0.245
414.210;-0.064;-1.022;0.238
414.220;-0.077;-1.021;0.228
414.230;-0.099;-1.022;0.224
414.240;-0.114;-1.021;0.227
414.250;-0.115;-1.022;0.234
414.260;-0.103;-1.024;0.242
414.270;-0.086;-1.028;0.239
414.280;-0.075;-1.032;0.236
414.290;-0.074;-1.031;0.234
414.300;-0.081;-1.020;0.232
414.310;-0.098;-1.011;0.231
414.320;-0.112;-1.009;0.234
414.330;-0.113;-1.016;0.242
414.340;-0.103;-1.022;0.246
414.350;-0.097;-1.033;0.251
414.360;-0.092;-1.033;0.252
414.370;-0.093;-1.028;0.241
414.380;-0.096;-1.024;0.237
414.390;-0.094;-1.024;0.242
414.400;-0.092;-1.026;0.245
414.410;-0.103;-1.024;0.241
414.420;-0.117;-1.018;0.232
414.430;-0.113;-1.016;0.236
414.440;-0.100;-1.026;0.248
414.450;-0.098;-1.030;0.252
414.460;-0.100;-1.027;0.250
414.470;-0.089;-1.021;0.243
414.480;-0.077;-1.021;0.247
414.490;-0.082;-1.021;0.245
414.500;-0.100;-1.017;0.233
414.510;-0.109;-1.018;0.234
414.520;-0.104;-1.025;0.240
414.530;-0.099;-1.026;0.243
414.540;-0.095;-1.027;0.244
414.550;-0.081;-1.028;0.244
414.560;-0.073;-1.030;0.243
414.570;-0.078;-1.029;0.236
414.580;-0.094;-1.023;0.233
414.590;-0.099;-1.015;0.235
414.600;-0.096;-1.015;0.238
414.610;-0.092;-1.019;0.240
414.620;-0.091;-1.025;0.237
414.630;-0.093;-1.024;0.231
414.640;-0.087;-1.027;0.237
414.650;-0.080;-1.031;0.245
414.660;-0.082;-1.024;0.248
414.670;-0.092;-1.015;0.236
414.680;-0.104;-1.012;0.226
414.690;-0.103;-1.017;0.229
414.700;-0.097;-1.019;0.229
414.710;-0.099;-1.017;0.231
414.720;-0.099;-1.017;0.234
414.730;-0.089;-1.022;0.239
414.740;-0.089;-1.024;0.236
414.750;-0.091;-1.025;0.232
414.760;-0.091;-1.024;0.228
414.770;-0.091;-1.022;0.227
414.780;-0.103;-1.021;0.219
414.790;-0.109;-1.015;0.224
414.800;-0.104;-1.019;0.229
414.810;-0.099;-1.027;0.233
414.820;-0.095;-1.033;0.234
414.830;-0.088;-1.025;0.233
414.840;-0.083;-1.019;0.231
414.850;-0.081;-1.017;0.229
414.860;-0.096;-1.020;0.227
414.870;-0.105;-1.021;0.227
414.880;-0.106;-1.018;0.234
414.890;-0.102;-1.021;0.244
414.900;-0.096;-1.026;0.246
414.910;-0.088;-1.027;0.242
414.920;-0.097;-1.026;0.229
414.930;-0.101;-1.020;0.231
414.940;-0.095;-1.025;0.243
414.950;-0.094;-1.029;0.247
414.960;-0.100;-1.029;0.246
414.970;-0.097;-1.024;0.242
414.980;-0.091;-1.024;0.242
414.990;-0.084;-1.025;0.243
415.000;-0.089;-1.029;0.237
415.010;-0.097;-1.026;0.236
415.020;-0.101;-1.025;0.242
415.030;-0.096;-1.026;0.244
415.040;-0.089;-1.025;0.246
415.050;-0.087;-1.026;0.244
415.060;-0.097;-1.023;0.226
415.070;-0.105;-1.018;0.221
415.080;-0.101;-1.021;0.234
415.090;-0.098;-1.020;0.244
415.100;-0.101;-1.023;0.250
415.110;-0.101;-1.022;0.244
415.120;-0.101;-1.019;0.239
415.130;-0.097;-1.018;0.236
415.140;-0.096;-1.022;0.229
415.150;-0.099;-1.020;0.223
415.160;-0.102;-1.026;0.228
415.170;-0.099;-1.033;0.240
415.180;-0.088;-1.034;0.241
415.190;-0.085;-1.026;0.236
415.200;-0.092;-1.021;0.229
415.210;-0.093;-1.020;0.230
415.220;-0.096;-1.026;0.232
415.230;-0.100;-1.029;0.238
415.240;-0.106;-1.020;0.235
415.250;-0.105;-1.010;0.241
415.260;-0.103;-1.013;0.243
415.270;-0.101;-1.021;0.239
415.280;-0.103;-1.022;0.228
415.290;-0.109;-1.015;0.218
415.300;-0.107;-1.016;0.228
415.310;-0.094;-1.026;0.243
415.320;-0.091;-1.029;0.249
415.330;-0.090;-1.030;0.246
415.340;-0.096;-1.027;0.237
415.350;-0.098;-1.020;0.233
415.360;-0.096;-1.023;0.234
415.370;-0.098;-1.027;0.233
415.380;-0.108;-1.023;0.233
415.390;-0.104;-1.024;0.236
415.400;-0.087;-1.025;0.236
415.410;-0.048;-1.025;0.240
415.420;0.032;-1.022;0.263
415.430;0.053;-1.025;0.334
415.440;-0.054;-0.997;0.378
415.450;-0.142;-0.935;0.365
415.460;-0.117;-0.918;0.415
415.470;-0.021;-0.967;0.649
415.480;0.032;-1.045;0.985
415.490;0.062;-1.138;1.232
415.500;0.146;-1.222;1.343
415.510;0.181;-1.297;1.468
415.520;0.177;-1.341;1.718
415.530;0.247;-1.339;2.035
415.540;0.375;-1.382;2.199
415.550;0.482;-1.538;2.220
415.560;0.495;-1.769;2.196
415.570;0.463;-1.992;2.177
415.580;0.449;-2.172;2.185
415.590;0.510;-2.312;2.219
415.600;0.613;-2.457;2.226
415.610;0.683;-2.602;2.167
415.620;0.694;-2.723;2.066
415.630;0.666;-2.825;2.012
415.640;0.600;-2.933;1.916
415.650;0.537;-3.037;1.744
415.660;0.489;-3.121;1.617
415.670;0.496;-3.131;1.530
415.680;0.547;-3.097;1.396
415.690;0.557;-3.058;1.218
415.700;0.519;-3.006;1.094
415.710;0.500;-2.938;0.954
415.720;0.480;-2.883;0.833
415.730;0.458;-2.814;0.729
415.740;0.459;-2.730;0.634
415.750;0.423;-2.626;0.575
415.760;0.405;-2.474;0.533
415.770;0.413;-2.362;0.504
415.780;0.381;-2.296;0.477
415.790;0.327;-2.206;0.446
415.800;0.285;-2.104;0.393
415.810;0.238;-2.012;0.343
415.820;0.189;-1.937;0.304
415.830;0.157;-1.858;0.251
415.840;0.101;-1.786;0.201
415.850;-0.005;-1.705;0.134
415.860;-0.134;-1.595;0.035
415.870;-0.245;-1.479;-0.076
415.880;-0.299;-1.360;-0.173
415.890;-0.305;-1.245;-0.239
415.900;-0.290;-1.127;-0.291
415.910;-0.285;-0.996;-0.342
415.920;-0.301;-0.857;-0.352
415.930;-0.333;-0.727;-0.369
415.940;-0.416;-0.617;-0.459
415.950;-0.587;-0.521;-0.688
415.960;-0.837;-0.337;-1.062
415.970;-1.075;-0.060;-1.395
415.980;-1.216;0.204;-1.522
415.990;-1.208;0.421;-1.498
416.000;-1.063;0.561;-1.412
416.010;-0.898;0.685;-1.311
416.020;-0.766;0.626;-1.241
416.030;-0.805;0.512;-1.263
416.040;-0.991;0.457;-1.420
416.050;-1.134;0.495;-1.589
416.060;-1.173;0.565;-1.728
416.070;-1.170;0.637;-1.830
416.080;-1.156;0.684;-1.872
416.090;-1.101;0.685;-1.847
416.100;-1.013;0.652;-1.798
416.110;-0.922;0.624;-1.717
416.120;-0.825;0.579;-1.605
416.130;-0.742;0.542;-1.505
416.140;-0.651;0.520;-1.410
416.150;-0.547;0.492;-1.324
416.160;-0.468;0.417;-1.275
416.170;-0.406;0.324;-1.254
416.180;-0.355;0.263;-1.243
416.190;-0.316;0.213;-1.217
416.200;-0.295;0.167;-1.157
416.210;-0.278;0.097;-1.062
416.220;-0.237;-0.002;-0.957
416.230;-0.194;-0.111;-0.870
416.240;-0.177;-0.187;-0.799
416.250;-0.175;-0.229;-0.729
416.260;-0.175;-0.280;-0.652
416.270;-0.148;-0.375;-0.576
416.280;-0.102;-0.511;-0.516
416.290;-0.069;-0.657;-0.456
416.300;-0.072;-0.824;-0.385
416.310;-0.083;-1.009;-0.285
416.320;-0.075;-1.182;-0.184
416.330;-0.060;-1.320;-0.118
416.340;-0.098;-1.423;-0.052
416.350;-0.208;-1.571;0.157
416.360;-0.308;-1.810;0.563
416.370;-0.245;-1.941;0.891
416.380;-0.046;-1.864;1.003
416.390;0.018;-1.793;1.029
416.400;-0.187;-1.862;1.297
416.410;-0.498;-1.926;1.607
416.420;-0.664;-1.820;1.651
416.430;-0.696;-1.601;1.453
416.440;-0.697;-1.502;1.261
416.450;-0.677;-1.621;1.224
416.460;-0.500;-1.800;1.283
416.470;-0.206;-1.886;1.364
416.480;0.085;-1.887;1.366
416.490;0.306;-1.894;1.292
416.500;0.395;-1.971;1.250
416.510;0.407;-2.049;1.262
416.520;0.396;-2.005;1.343
416.530;0.421;-1.888;1.557
416.540;0.490;-1.818;1.662
416.550;0.486;-1.790;1.575
416.560;0.338;-1.809;1.351
416.570;0.100;-1.825;1.223
416.580;-0.074;-1.830;1.280
416.590;-0.091;-1.815;1.413
416.600;0.024;-1.777;1.492
416.610;0.128;-1.756;1.466
416.620;0.132;-1.761;1.340
416.630;0.075;-1.754;1.208
416.640;0.047;-1.747;1.195
416.650;0.058;-1.715;1.236
416.660;0.051;-1.638;1.327
416.670;0.012;-1.525;1.365
416.680;-0.009;-1.388;1.284
416.690;-0.052;-1.304;1.146
416.700;-0.107;-1.326;1.045
416.710;-0.144;-1.399;1.012
416.720;-0.143;-1.446;1.008
416.730;-0.112;-1.426;0.987
416.740;-0.084;-1.348;0.934
416.750;-0.090;-1.258;0.857
416.760;-0.100;-1.191;0.783
416.770;-0.097;-1.148;0.733
416.780;-0.098;-1.125;0.697
416.790;-0.093;-1.110;0.665
416.800;-0.082;-1.103;0.634
416.810;-0.055;-1.084;0.603
416.820;-0.004;-1.069;0.571
416.830;0.055;-1.052;0.544
416.840;0.103;-1.033;0.523
416.850;0.123;-1.010;0.491
416.860;0.107;-0.988;0.457
416.870;0.069;-0.976;0.432
416.880;0.028;-0.978;0.410
416.890;0.006;-0.985;0.395
416.900;0.011;-0.990;0.386
416.910;0.017;-0.984;0.379
416.920;0.017;-0.972;0.372
416.930;0.005;-0.968;0.355
416.940;-0.014;-0.985;0.349
416.950;-0.038;-1.017;0.347
416.960;-0.063;-1.034;0.337
416.970;-0.093;-1.030;0.315
416.980;-0.114;-1.008;0.283
416.990;-0.097;-0.998;0.272
417.000;-0.045;-1.007;0.287
417.010;-0.002;-1.026;0.311
417.020;0.012;-1.042;0.330
417.030;0.002;-1.049;0.348
417.040;-0.019;-1.059;0.358
417.050;-0.059;-1.057;0.357
417.060;-0.130;-1.034;0.308
417.070;-0.185;-1.011;0.248
417.080;-0.173;-1.021;0.238
417.090;-0.115;-1.054;0.250
417.100;-0.070;-1.080;0.269
417.110;-0.092;-1.091;0.276
417.120;-0.165;-1.082;0.267
417.130;-0.250;-1.062;0.249
417.140;-0.302;-1.037;0.228
417.150;-0.305;-1.018;0.221
417.160;-0.282;-1.016;0.232
417.170;-0.256;-1.028;0.245
417.180;-0.241;-1.034;0.252
417.190;-0.247;-1.038;0.247
417.200;-0.246;-1.029;0.225
417.210;-0.230;-1.018;0.210
417.220;-0.213;-1.015;0.203
417.230;-0.219;-1.014;0.189
417.240;-0.239;-1.003;0.167
417.250;-0.232;-0.994;0.166
417.260;-0.197;-1.003;0.181
417.270;-0.165;-1.019;0.189
417.280;-0.145;-1.026;0.191
417.290;-0.138;-1.027;0.175
417.300;-0.145;-1.020;0.158
417.310;-0.148;-1.007;0.147
417.320;-0.132;-0.999;0.151
417.330;-0.114;-1.008;0.166
417.340;-0.109;-1.024;0.172
417.350;-0.114;-1.035;0.164
417.360;-0.121;-1.044;0.148
417.370;-0.136;-1.045;0.139
417.380;-0.147;-1.039;0.130
417.390;-0.169;-1.024;0.120
417.400;-0.192;-1.011;0.104
417.410;-0.185;-1.013;0.104
417.420;-0.144;-1.030;0.123
417.430;-0.104;-1.041;0.142
417.440;-0.089;-1.041;0.158
417.450;-0.100;-1.034;0.168
417.460;-0.119;-1.030;0.174
417.470;-0.131;-1.021;0.177
417.480;-0.137;-1.011;0.183
417.490;-0.141;-1.006;0.182
417.500;-0.140;-1.010;0.184
417.510;-0.141;-1.023;0.188
417.520;-0.146;-1.032;0.186
417.530;-0.142;-1.030;0.188
417.540;-0.133;-1.030;0.190
417.550;-0.131;-1.026;0.193
417.560;-0.131;-1.024;0.198
417.570;-0.140;-1.028;0.193
417.580;-0.150;-1.027;0.185
417.590;-0.157;-1.021;0.188
417.600;-0.143;-1.017;0.198
417.610;-0.130;-1.014;0.209
417.620;-0.125;-1.020;0.220
417.630;-0.127;-1.030;0.227
417.640;-0.132;-1.029;0.221
417.650;-0.142;-1.027;0.216
417.660;-0.145;-1.029;0.212
417.670;-0.148;-1.025;0.208
417.680;-0.149;-1.026;0.208
417.690;-0.136;-1.028;0.226
417.700;-0.120;-1.033;0.244
417.710;-0.114;-1.038;0.245
417.720;-0.123;-1.043;0.239
417.730;-0.138;-1.042;0.230
417.740;-0.154;-1.038;0.222
417.750;-0.164;-1.027;0.215
417.760;-0.155;-1.023;0.217
417.770;-0.140;-1.022;0.227
417.780;-0.140;-1.023;0.232
417.790;-0.141;-1.025;0.231
417.800;-0.134;-1.028;0.221
417.810;-0.132;-1.032;0.222
417.820;-0.139;-1.031;0.218
417.830;-0.151;-1.018;0.206
417.840;-0.152;-1.015;0.212
417.850;-0.135;-1.022;0.223
417.860;-0.120;-1.028;0.232
417.870;-0.128;-1.027;0.225
417.880;-0.147;-1.019;0.208
417.890;-0.152;-1.024;0.208
417.900;-0.145;-1.035;0.217
417.910;-0.141;-1.031;0.217
417.920;-0.138;-1.026;0.221
417.930;-0.149;-1.021;0.210
417.940;-0.156;-1.010;0.195
417.950;-0.140;-1.011;0.197
417.960;-0.109;-1.029;0.210
417.970;-0.098;-1.037;0.217
417.980;-0.111;-1.031;0.202
417.990;-0.119;-1.025;0.192
418.000;-0.105;-1.031;0.200
418.010;-0.099;-1.035;0.210
418.020;-0.103;-1.030;0.211
418.030;-0.105;-1.027;0.210
418.040;-0.112;-1.020;0.205
418.050;-0.117;-1.017;0.200
418.060;-0.118;-1.020;0.194
418.070;-0.111;-1.022;0.200
418.080;-0.108;-1.030;0.199
418.090;-0.110;-1.028;0.191
418.100;-0.102;-1.028;0.191
418.110;-0.092;-1.032;0.192
418.120;-0.096;-1.030;0.185
418.130;-0.092;-1.028;0.188
418.140;-0.080;-1.031;0.197
418.150;-0.075;-1.030;0.202
418.160;-0.093;-1.016;0.197
418.170;-0.104;-1.006;0.194
418.180;-0.095;-1.009;0.199
418.190;-0.082;-1.023;0.207
418.200;-0.084;-1.030;0.205
418.210;-0.096;-1.024;0.204
418.220;-0.103;-1.021;0.202
418.230;-0.104;-1.027;0.200
418.240;-0.109;-1.027;0.193
418.250;-0.111;-1.024;0.192
418.260;-0.098;-1.029;0.200
418.270;-0.086;-1.040;0.212
418.280;-0.083;-1.042;0.218
418.290;-0.091;-1.040;0.214
418.300;-0.100;-1.032;0.208
418.310;-0.097;-1.032;0.210
418.320;-0.097;-1.032;0.219
418.330;-0.109;-1.024;0.208
418.340;-0.124;-1.015;0.197
418.350;-0.118;-1.012;0.202
418.360;-0.097;-1.028;0.217
418.370;-0.088;-1.038;0.223
418.380;-0.099;-1.030;0.208
418.390;-0.104;-1.026;0.205
418.400;-0.096;-1.033;0.217
418.410;-0.092;-1.036;0.223
418.420;-0.099;-1.032;0.219
418.430;-0.105;-1.026;0.218
418.440;-0.104;-1.031;0.216
418.450;-0.095;-1.033;0.219
418.460;-0.093;-1.036;0.222
418.470;-0.096;-1.033;0.223
418.480;-0.093;-1.034;0.226
418.490;-0.090;-1.033;0.225
418.500;-0.085;-1.032;0.223
418.510;-0.085;-1.032;0.219
418.520;-0.099;-1.027;0.213
418.530;-0.107;-1.025;0.212
418.540;-0.110;-1.030;0.214
418.550;-0.108;-1.029;0.219
418.560;-0.101;-1.029;0.225
418.570;-0.095;-1.033;0.222
418.580;-0.095;-1.030;0.217
418.590;-0.099;-1.023;0.212
418.600;-0.092;-1.022;0.211
418.610;-0.088;-1.027;0.213
418.620;-0.089;-1.035;0.215
418.630;-0.096;-1.038;0.207
418.640;-0.096;-1.033;0.206
418.650;-0.084;-1.029;0.212
418.660;-0.082;-1.030;0.209
418.670;-0.101;-1.033;0.201
418.680;-0.108;-1.032;0.197
418.690;-0.100;-1.036;0.202
418.700;-0.090;-1.041;0.215
418.710;-0.083;-1.034;0.215
418.720;-0.097;-1.021;0.204
418.730;-0.106;-1.004;0.200
418.740;-0.102;-1.009;0.206
418.750;-0.099;-1.017;0.207
418.760;-0.097;-1.024;0.207
418.770;-0.097;-1.033;0.203
418.780;-0.102;-1.035;0.199
418.790;-0.099;-1.034;0.203
418.800;-0.094;-1.037;0.211
418.810;-0.096;-1.036;0.201
418.820;-0.103;-1.028;0.197
418.830;-0.094;-1.028;0.208
418.840;-0.083;-1.033;0.218
418.850;-0.080;-1.034;0.213
418.860;-0.084;-1.035;0.210
418.870;-0.089;-1.033;0.211
418.880;-0.092;-1.031;0.210
418.890;-0.099;-1.026;0.203
418.900;-0.116;-1.021;0.189
418.910;-0.115;-1.021;0.203
418.920;-0.098;-1.028;0.218
418.930;-0.094;-1.037;0.222
418.940;-0.104;-1.033;0.215
418.950;-0.108;-1.022;0.204
418.960;-0.104;-1.017;0.202
418.970;-0.099;-1.022;0.209
418.980;-0.102;-1.022;0.210
418.990;-0.109;-1.024;0.209
419.000;-0.103;-1.029;0.214
419.010;-0.099;-1.035;0.222
419.020;-0.098;-1.036;0.218
419.030;-0.097;-1.037;0.217
419.040;-0.100;-1.031;0.211
419.050;-0.106;-1.027;0.200
419.060;-0.098;-1.023;0.203
419.070;-0.084;-1.030;0.219
419.080;-0.087;-1.036;0.225
419.090;-0.094;-1.033;0.221
419.100;-0.103;-1.026;0.215
419.110;-0.121;-1.018;0.201
419.120;-0.121;-1.017;0.198
419.130;-0.108;-1.027;0.212
419.140;-0.104;-1.035;0.219
419.150;-0.103;-1.035;0.211
419.160;-0.105;-1.029;0.199
419.170;-0.100;-1.023;0.196
419.180;-0.090;-1.031;0.204
419.190;-0.094;-1.031;0.209
419.200;-0.102;-1.031;0.212
419.210;-0.101;-1.030;0.213
419.220;-0.090;-1.029;0.214
419.230;-0.088;-1.023;0.200
419.240;-0.099;-1.016;0.191
419.250;-0.100;-1.019;0.196
419.260;-0.100;-1.031;0.209
419.270;-0.108;-1.041;0.211
419.280;-0.115;-1.042;0.205
419.290;-0.113;-1.033;0.204
419.300;-0.104;-1.021;0.205
419.310;-0.102;-1.016;0.209
419.320;-0.107;-1.015;0.204
419.330;-0.122;-1.014;0.197
419.340;-0.121;-1.017;0.202
419.350;-0.099;-1.029;0.214
419.360;-0.084;-1.035;0.222
419.370;-0.080;-1.037;0.217
419.380;-0.078;-1.037;0.214
419.390;-0.082;-1.038;0.215
419.400;-0.093;-1.033;0.213
419.410;-0.109;-1.026;0.211
419.420;-0.116;-1.025;0.212
419.430;-0.112;-1.030;0.216
419.440;-0.115;-1.032;0.216
419.450;-0.121;-1.029;0.214
419.460;-0.122;-1.026;0.215
419.470;-0.113;-1.025;0.215
419.480;-0.100;-1.026;0.216
419.490;-0.094;-1.030;0.214
419.500;-0.107;-1.031;0.208
419.510;-0.115;-1.021;0.211
419.520;-0.106;-1.021;0.216
419.530;-0.104;-1.027;0.218
419.540;-0.110;-1.028;0.211
419.550;-0.111;-1.028;0.207
419.560;-0.107;-1.030;0.216
419.570;-0.102;-1.030;0.215
419.580;-0.102;-1.025;0.208
419.590;-0.101;-1.025;0.210
419.600;-0.105;-1.023;0.213
419.610;-0.109;-1.021;0.219
419.620;-0.108;-1.023;0.218
419.630;-0.116;-1.022;0.209
419.640;-0.120;-1.021;0.207
419.650;-0.109;-1.025;0.210
419.660;-0.098;-1.035;0.222
419.670;-0.092;-1.033;0.222
419.680;-0.091;-1.027;0.217
419.690;-0.087;-1.022;0.218
419.700;-0.089;-1.023;0.218
419.710;-0.093;-1.024;0.214
419.720;-0.106;-1.025;0.214
419.730;-0.104;-1.031;0.213
419.740;-0.098;-1.034;0.221
419.750;-0.095;-1.033;0.222
419.760;-0.101;-1.026;0.212
419.770;-0.107;-1.020;0.203
419.780;-0.099;-1.020;0.208
419.790;-0.089;-1.032;0.223
419.800;-0.091;-1.034;0.229
419.810;-0.096;-1.025;0.221
419.820;-0.097;-1.021;0.216
419.830;-0.092;-1.023;0.220
419.840;-0.080;-1.029;0.224
419.850;-0.080;-1.025;0.222
419.860;-0.092;-1.021;0.208
419.870;-0.106;-1.019;0.197
419.880;-0.103;-1.028;0.205
419.890;-0.093;-1.039;0.216
419.900;-0.087;-1.043;0.229
419.910;-0.090;-1.035;0.233
419.920;-0.103;-1.020;0.222
419.930;-0.106;-1.010;0.216
419.940;-0.105;-1.012;0.215
419.950;-0.116;-1.010;0.211
419.960;-0.121;-1.008;0.212
419.970;-0.106;-1.018;0.222
419.980;-0.093;-1.027;0.231
419.990;-0.084;-1.036;0.232
420.000;-0.083;-1.034;0.225
420.010;-0.085;-1.033;0.221
420.020;-0.087;-1.035;0.227
420.030;-0.093;-1.031;0.227
420.040;-0.105;-1.026;0.216
